행 ID,주문 ID,주문 날짜,배송 날짜,배송 형태,고객 ID,고객 이름,세그먼트,도시,시/도,국가/지역,지역,제품 ID,범주,하위 범주,제품 이름,매출,수량,할인율,수익
4290,IN-2021-16061,2021-10-14,2021-10-19,표준 등급,BT-11485,Brad Thomas,홈 오피스,Balikpapan,Kalimantan Timur,Indonesia,동남아시아,OFF-ST-10001567,사무용품,보관함,"Smead File Cart, Single Width",213.1938,2,0.17,64.2138
4291,IN-2021-16061,2021-10-14,2021-10-19,표준 등급,BT-11485,Brad Thomas,홈 오피스,Balikpapan,Kalimantan Timur,Indonesia,동남아시아,OFF-PA-10001236,사무용품,용지,"Enermax Message Books, Recycled",23.7546,2,0.47,-18.4254
4292,IN-2021-16061,2021-10-14,2021-10-19,표준 등급,BT-11485,Brad Thomas,홈 오피스,Balikpapan,Kalimantan Timur,Indonesia,동남아시아,OFF-BI-10002278,사무용품,바인더,"Ibico Binder Covers, Economy",22.659,2,0.17,2.679
4293,IN-2021-16061,2021-10-14,2021-10-19,표준 등급,BT-11485,Brad Thomas,홈 오피스,Balikpapan,Kalimantan Timur,Indonesia,동남아시아,OFF-EN-10001680,사무용품,봉투,"Jiffy Clasp Envelope, with clear poly window",51.1344,8,0.47,-12.7056
4294,IN-2021-75911,2021-04-17,2021-04-21,표준 등급,CG-12040,Catherine Glotzbach,홈 오피스,Ujjain,Madhya Pradesh,India,중앙아시아,OFF-ST-10002505,사무용품,보관함,"Tenex Box, Wire Frame",31.14,2,0,10.86
4295,IN-2021-75911,2021-04-17,2021-04-21,표준 등급,CG-12040,Catherine Glotzbach,홈 오피스,Ujjain,Madhya Pradesh,India,중앙아시아,OFF-PA-10003139,사무용품,용지,"SanDisk Parchment Paper, Recycled",33.24,2,0,12.24
4296,IN-2018-49276,2018-08-12,2018-08-14,2등급,DS-13180,David Smith,기업,Xianyang,Shaanxi,China,북아시아,OFF-BI-10002708,사무용품,바인더,"Acco Binder, Clear",14.61,1,0,3.36
4297,IN-2018-49276,2018-08-12,2018-08-14,2등급,DS-13180,David Smith,기업,Xianyang,Shaanxi,China,북아시아,TEC-CO-10000794,기술,복사기,"Hewlett Wireless Fax, High-Speed",756.78,2,0,302.7
4298,IN-2018-49276,2018-08-12,2018-08-14,2등급,DS-13180,David Smith,기업,Xianyang,Shaanxi,China,북아시아,OFF-SU-10004814,사무용품,사무용품,"Fiskars Shears, High Speed",95.28,2,0,31.44
4299,IN-2018-49276,2018-08-12,2018-08-14,2등급,DS-13180,David Smith,기업,Xianyang,Shaanxi,China,북아시아,OFF-BI-10002632,사무용품,바인더,"Acco Binding Machine, Recycled",360.15,7,0,97.23
4300,IN-2021-31223,2021-08-05,2021-08-06,1등급,CM-12160,Charles McCrossin,일반 소비자,Newcastle,New South Wales,Australia,오세아니아,TEC-CO-10001407,기술,복사기,"Canon Ink, Digital",528.444,4,0.1,88.044
4301,ID-2021-79957,2021-06-10,2021-06-14,2등급,HM-14980,Henry MacAllister,일반 소비자,Bandung,Jawa Barat,Indonesia,동남아시아,FUR-TA-10004383,가구,테이블,"Bevis Coffee Table, Adjustable Height",169.7961,1,0.47,-118.5639
4302,IN-2019-31608,2019-10-04,2019-10-08,표준 등급,BP-11290,Beth Paige,일반 소비자,Sydney,New South Wales,Australia,오세아니아,TEC-MA-10001372,기술,사무기기,"Konica Card Printer, White",312.444,2,0.1,104.124
4303,IN-2021-29767,2021-03-22,2021-03-29,표준 등급,CA-12055,Cathy Armstrong,홈 오피스,Kandahar,Kandahar,Afghanistan,중앙아시아,FUR-FU-10004064,가구,사무용 집기,"Rubbermaid Door Stop, Erganomic",169.68,4,0,79.68
4304,IN-2021-29767,2021-03-22,2021-03-29,표준 등급,CA-12055,Cathy Armstrong,홈 오피스,Kandahar,Kandahar,Afghanistan,중앙아시아,TEC-MA-10001726,기술,사무기기,"Epson Receipt Printer, White",346.32,3,0,13.77
4305,IN-2021-29767,2021-03-22,2021-03-29,표준 등급,CA-12055,Cathy Armstrong,홈 오피스,Kandahar,Kandahar,Afghanistan,중앙아시아,FUR-BO-10001255,가구,책장,"Ikea Library with Doors, Mobile",731.82,2,0,102.42
4306,IN-2018-56451,2018-10-09,2018-10-16,표준 등급,FM-14290,Frank Merwin,홈 오피스,Qingdao,Shandong,China,북아시아,TEC-MA-10002340,기술,사무기기,"Konica Receipt Printer, White",1085.94,9,0,369.09
4307,IN-2018-56451,2018-10-09,2018-10-16,표준 등급,FM-14290,Frank Merwin,홈 오피스,Qingdao,Shandong,China,북아시아,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",87.06,2,0,0.84
4308,IN-2018-50445,2018-12-27,2018-12-29,1등급,AT-10435,Alyssa Tate,홈 오피스,Raipur,Chhattisgarh,India,중앙아시아,OFF-BI-10000340,사무용품,바인더,"Avery Binding Machine, Clear",144.9,3,0,14.49
4309,IN-2018-50095,2018-11-01,2018-11-05,표준 등급,LT-16765,Larry Tron,일반 소비자,Wenzhou,Zhejiang,China,북아시아,OFF-AR-10003046,사무용품,미술용품,"Sanford Sketch Pad, Fluorescent",140.22,3,0,42.03
4310,IN-2019-52076,2019-06-28,2019-07-03,표준 등급,ML-17395,Marina Lichtenstein,기업,Bangalore,Karnataka,India,중앙아시아,OFF-BI-10002627,사무용품,바인더,"Avery Binder Covers, Economy",55.35,5,0,22.65
4311,IN-2019-52076,2019-06-28,2019-07-03,표준 등급,ML-17395,Marina Lichtenstein,기업,Bangalore,Karnataka,India,중앙아시아,FUR-CH-10000117,가구,의자,"Novimex Steel Folding Chair, Black",79.8,1,0,14.34
4312,ID-2020-43025,2020-05-30,2020-05-31,1등급,EM-14140,Eugene Moren,홈 오피스,Canberra,Australian Capital Territory,Australia,오세아니아,OFF-PA-10004335,사무용품,용지,"Green Bar Computer Printout Paper, Recycled",71.208,4,0.4,-14.352
4313,ID-2019-50123,2019-11-30,2019-12-05,표준 등급,JD-16015,Joy Daniels,일반 소비자,Medan,Sumatera Utara,Indonesia,동남아시아,OFF-LA-10003973,사무용품,레이블,"Hon Removable Labels, Laser Printer Compatible",64.1088,12,0.47,-35.2512
4314,ID-2019-50123,2019-11-30,2019-12-05,표준 등급,JD-16015,Joy Daniels,일반 소비자,Medan,Sumatera Utara,Indonesia,동남아시아,OFF-EN-10002007,사무용품,봉투,"Kraft Clasp Envelope, with clear poly window",33.231,5,0.47,-19.569
5116,ID-2019-54743,2019-09-07,2019-09-11,표준 등급,PS-18970,Paul Stevenson,홈 오피스,Singapore,Downtown Core,Singapore,동남아시아,OFF-ST-10003931,사무용품,보관함,"Smead Lockers, Blue",1388.94,7,0,208.32
8749,IN-2021-38930,2021-07-29,2021-07-29,당일,PV-18985,Paul Van Hugh,홈 오피스,Singapore,Downtown Core,Singapore,동남아시아,OFF-EN-10004053,사무용품,봉투,"GlobeWeis Manila Envelope, with clear poly window",92.79,3,0,25.02
4317,IN-2018-70269,2018-09-01,2018-09-05,표준 등급,BD-11725,Bruce Degenhardt,일반 소비자,Wollongong,New South Wales,Australia,오세아니아,TEC-CO-10003682,기술,복사기,"Sharp Ink, Digital",446.58,4,0.1,14.82
4318,IN-2018-70269,2018-09-01,2018-09-05,표준 등급,BD-11725,Bruce Degenhardt,일반 소비자,Wollongong,New South Wales,Australia,오세아니아,OFF-FA-10001082,사무용품,잠금장치,"OIC Staples, Assorted Sizes",23.733,3,0.1,-2.187
4319,IN-2018-70269,2018-09-01,2018-09-05,표준 등급,BD-11725,Bruce Degenhardt,일반 소비자,Wollongong,New South Wales,Australia,오세아니아,OFF-BI-10004986,사무용품,바인더,"Ibico 3-Hole Punch, Recycled",138.645,5,0.1,56.895
4320,IN-2019-37362,2019-06-28,2019-07-03,표준 등급,DB-13120,David Bremer,기업,Hubli,Karnataka,India,중앙아시아,OFF-BI-10003779,사무용품,바인더,"Cardinal 3-Hole Punch, Durable",181.8,6,0,72.72
8750,IN-2021-38930,2021-07-29,2021-07-29,당일,PV-18985,Paul Van Hugh,홈 오피스,Singapore,Downtown Core,Singapore,동남아시아,FUR-CH-10004600,가구,의자,"Harbour Creations Chairmat, Red",576,8,0,270.72
4322,IN-2020-49318,2020-06-04,2020-06-09,2등급,LP-17095,Liz Preis,일반 소비자,Suzhou,Gansu,China,북아시아,OFF-AR-10000851,사무용품,미술용품,"Sanford Sketch Pad, Blue",90.96,2,0,19.98
4323,IN-2020-49318,2020-06-04,2020-06-09,2등급,LP-17095,Liz Preis,일반 소비자,Suzhou,Gansu,China,북아시아,TEC-CO-10001703,기술,복사기,"Brother Copy Machine, Laser",785.79,3,0,369.27
4324,IN-2020-15732,2020-10-02,2020-10-05,1등급,RK-19300,Ralph Kennedy,일반 소비자,New Delhi,Delhi,India,중앙아시아,OFF-ST-10003141,사무용품,보관함,"Fellowes Trays, Industrial",173.61,3,0,32.94
4325,IN-2020-15732,2020-10-02,2020-10-05,1등급,RK-19300,Ralph Kennedy,일반 소비자,New Delhi,Delhi,India,중앙아시아,OFF-LA-10002364,사무용품,레이블,"Smead Shipping Labels, Alphabetical",11.43,1,0,3.3
4326,IN-2019-17888,2019-09-20,2019-09-22,1등급,TP-21565,Tracy Poddar,기업,Guilin,Guangxi,China,북아시아,FUR-FU-10003052,가구,사무용 집기,"Advantus Photo Frame, Duo Pack",371.28,7,0,140.91
4327,IN-2019-17888,2019-09-20,2019-09-22,1등급,TP-21565,Tracy Poddar,기업,Guilin,Guangxi,China,북아시아,OFF-BI-10000721,사무용품,바인더,"Ibico Binder Covers, Recycled",42.03,3,0,1.62
4328,IN-2019-17888,2019-09-20,2019-09-22,1등급,TP-21565,Tracy Poddar,기업,Guilin,Guangxi,China,북아시아,OFF-FA-10000248,사무용품,잠금장치,"Stockwell Rubber Bands, Assorted Sizes",27.96,2,0,13.98
4329,IN-2019-17888,2019-09-20,2019-09-22,1등급,TP-21565,Tracy Poddar,기업,Guilin,Guangxi,China,북아시아,OFF-PA-10003499,사무용품,용지,"Xerox Parchment Paper, 8.5 x 11",34.8,2,0,16.32
4330,IN-2021-23880,2021-06-16,2021-06-21,표준 등급,CM-12235,Chris McAfee,일반 소비자,Perth,Western Australia,Australia,오세아니아,FUR-BO-10004852,가구,책장,"Sauder Classic Bookcase, Traditional",3139.128,8,0.1,941.688
4331,IN-2021-23880,2021-06-16,2021-06-21,표준 등급,CM-12235,Chris McAfee,일반 소비자,Perth,Western Australia,Australia,오세아니아,OFF-LA-10003141,사무용품,레이블,"Hon Shipping Labels, Laser Printer Compatible",30.699,3,0.1,13.599
4332,ID-2020-60938,2020-01-01,2020-01-03,1등급,JE-15475,Jeremy Ellison,일반 소비자,Brisbane,Queensland,Australia,오세아니아,FUR-BO-10002277,가구,책장,"Bush Floating Shelf Set, Mobile",625.644,4,0.1,-34.836
4333,IN-2020-12239,2020-01-17,2020-01-19,2등급,BP-11230,Benjamin Patterson,일반 소비자,Geelong,Victoria,Australia,오세아니아,OFF-AR-10002256,사무용품,미술용품,"BIC Sketch Pad, Easy-Erase",44.037,1,0.1,2.907
4334,IN-2020-12239,2020-01-17,2020-01-19,2등급,BP-11230,Benjamin Patterson,일반 소비자,Geelong,Victoria,Australia,오세아니아,TEC-AC-10000483,기술,액세서리,"SanDisk Memory Card, Bluetooth",404.676,4,0.1,-31.524
4335,IN-2019-47008,2019-08-24,2019-08-30,표준 등급,FG-14260,Frank Gastineau,홈 오피스,Jabalpur,Madhya Pradesh,India,중앙아시아,TEC-CO-10002350,기술,복사기,"Canon Wireless Fax, Digital",1134.9,3,0,45.36
4336,IN-2019-47008,2019-08-24,2019-08-30,표준 등급,FG-14260,Frank Gastineau,홈 오피스,Jabalpur,Madhya Pradesh,India,중앙아시아,TEC-PH-10002070,기술,전화기,"Apple Headset, with Caller ID",439.56,6,0,61.38
4337,IN-2019-47008,2019-08-24,2019-08-30,표준 등급,FG-14260,Frank Gastineau,홈 오피스,Jabalpur,Madhya Pradesh,India,중앙아시아,TEC-CO-10002911,기술,복사기,"Hewlett Wireless Fax, Laser",760.38,2,0,144.42
4338,IN-2019-47008,2019-08-24,2019-08-30,표준 등급,FG-14260,Frank Gastineau,홈 오피스,Jabalpur,Madhya Pradesh,India,중앙아시아,OFF-BI-10000389,사무용품,바인더,"Ibico Binding Machine, Clear",101.76,2,0,0
4339,IN-2019-47008,2019-08-24,2019-08-30,표준 등급,FG-14260,Frank Gastineau,홈 오피스,Jabalpur,Madhya Pradesh,India,중앙아시아,OFF-PA-10004475,사무용품,용지,"Xerox Computer Printout Paper, 8.5 x 11",152.4,5,0,41.1
4340,ID-2019-79789,2019-05-29,2019-06-03,표준 등급,KB-16315,Karl Braun,일반 소비자,서울,서울,South Korea,북아시아,FUR-BO-10001749,가구,책장,"Bush Classic Bookcase, Traditional",990.432,3,0.2,-173.358
4341,IN-2021-72313,2021-07-23,2021-07-25,1등급,CM-12715,Craig Molinari,기업,Sangli,Maharashtra,India,중앙아시아,OFF-SU-10004236,사무용품,사무용품,"Stiletto Letter Opener, Steel",25.08,1,0,8.25
4342,IN-2021-72313,2021-07-23,2021-07-25,1등급,CM-12715,Craig Molinari,기업,Sangli,Maharashtra,India,중앙아시아,FUR-FU-10002292,가구,사무용 집기,"Deflect-O Door Stop, Duo Pack",132.03,3,0,54.09
4343,IN-2021-72313,2021-07-23,2021-07-25,1등급,CM-12715,Craig Molinari,기업,Sangli,Maharashtra,India,중앙아시아,OFF-PA-10003906,사무용품,용지,"Eaton Memo Slips, Premium",41.22,3,0,18.54
4344,ID-2020-61736,2020-12-03,2020-12-06,1등급,PC-19000,Pauline Chand,홈 오피스,Manado,Sulawesi Utara,Indonesia,동남아시아,TEC-AC-10003753,기술,액세서리,"SanDisk Router, Programmable",136.6605,1,0.47,-74.7795
4345,ID-2020-61736,2020-12-03,2020-12-06,1등급,PC-19000,Pauline Chand,홈 오피스,Manado,Sulawesi Utara,Indonesia,동남아시아,OFF-ST-10001719,사무용품,보관함,"Tenex Trays, Industrial",136.1781,3,0.17,-23.0319
4346,IN-2019-78375,2019-09-29,2019-10-03,2등급,SV-20935,Susan Vittorini,일반 소비자,Tokyo,Tokyo,Japan,북아시아,OFF-PA-10002771,사무용품,용지,"Xerox Computer Printout Paper, Premium",79.02,3,0,37.08
4347,IN-2018-60539,2018-10-15,2018-10-21,표준 등급,MG-18205,Mitch Gastineau,기업,Guangzhou,Guangdong,China,북아시아,TEC-AC-10000596,기술,액세서리,"Enermax Memory Card, Erganomic",112.2,1,0,47.1
4348,IN-2018-60539,2018-10-15,2018-10-21,표준 등급,MG-18205,Mitch Gastineau,기업,Guangzhou,Guangdong,China,북아시아,OFF-AR-10004148,사무용품,미술용품,"Sanford Pens, Easy-Erase",22.74,2,0,4.32
4349,IN-2018-60539,2018-10-15,2018-10-21,표준 등급,MG-18205,Mitch Gastineau,기업,Guangzhou,Guangdong,China,북아시아,FUR-CH-10004913,가구,의자,"Office Star Rocking Chair, Red",845.46,6,0,92.88
4350,IN-2018-60539,2018-10-15,2018-10-21,표준 등급,MG-18205,Mitch Gastineau,기업,Guangzhou,Guangdong,China,북아시아,OFF-BI-10002190,사무용품,바인더,"Wilson Jones Binder, Durable",29.04,2,0,8.4
4351,IN-2020-21052,2020-11-12,2020-11-16,표준 등급,HH-15010,Hilary Holden,기업,Toowoomba,Queensland,Australia,오세아니아,OFF-SU-10002732,사무용품,사무용품,"Acme Box Cutter, High Speed",170.1,5,0.1,39.6
4352,IN-2021-25014,2021-01-30,2021-02-03,표준 등급,AH-10585,Angele Hood,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,FUR-BO-10003282,가구,책장,"Ikea Classic Bookcase, Mobile",1864.215,5,0.1,455.565
4353,IN-2021-25014,2021-01-30,2021-02-03,표준 등급,AH-10585,Angele Hood,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,FUR-BO-10004842,가구,책장,"Dania 3-Shelf Cabinet, Pine",1028.16,8,0.1,274.08
4354,IN-2020-72901,2020-11-12,2020-11-16,2등급,LT-16765,Larry Tron,일반 소비자,Bikaner,Rajasthan,India,중앙아시아,OFF-FA-10002636,사무용품,잠금장치,"Accos Staples, 12 Pack",31.14,3,0,2.43
4355,IN-2020-72901,2020-11-12,2020-11-16,2등급,LT-16765,Larry Tron,일반 소비자,Bikaner,Rajasthan,India,중앙아시아,FUR-CH-10002060,가구,의자,"SAFCO Rocking Chair, Adjustable",961.8,7,0,163.38
4356,IN-2018-49129,2018-03-22,2018-03-26,표준 등급,MV-18190,Mike Vittorini,일반 소비자,Nellore,Andhra Pradesh,India,중앙아시아,TEC-CO-10003992,기술,복사기,"HP Ink, Color",780.84,6,0,54.54
4357,IN-2018-49129,2018-03-22,2018-03-26,표준 등급,MV-18190,Mike Vittorini,일반 소비자,Nellore,Andhra Pradesh,India,중앙아시아,OFF-SU-10004766,사무용품,사무용품,"Kleencut Shears, Easy Grip",96.78,2,0,44.46
4358,IN-2018-49129,2018-03-22,2018-03-26,표준 등급,MV-18190,Mike Vittorini,일반 소비자,Nellore,Andhra Pradesh,India,중앙아시아,OFF-EN-10004550,사무용품,봉투,"GlobeWeis Interoffice Envelope, Recycled",93.24,2,0,29.82
4359,IN-2019-38132,2019-04-22,2019-04-25,1등급,NC-18340,Nat Carroll,일반 소비자,Agra,Uttar Pradesh,India,중앙아시아,TEC-PH-10004350,기술,전화기,"삼성 Headset, Cordless",228.15,3,0,86.67
4360,IN-2019-38132,2019-04-22,2019-04-25,1등급,NC-18340,Nat Carroll,일반 소비자,Agra,Uttar Pradesh,India,중앙아시아,OFF-EN-10001946,사무용품,봉투,"Kraft Mailers, Security-Tint",200.25,5,0,94.05
4361,IN-2020-36592,2020-12-21,2020-12-26,표준 등급,RE-19405,Ricardo Emerson,일반 소비자,Mackay,Queensland,Australia,오세아니아,TEC-AC-10003895,기술,액세서리,"Enermax Mouse, Bluetooth",145.044,4,0.1,54.684
4362,IN-2020-36592,2020-12-21,2020-12-26,표준 등급,RE-19405,Ricardo Emerson,일반 소비자,Mackay,Queensland,Australia,오세아니아,OFF-BI-10004700,사무용품,바인더,"Cardinal Binder, Durable",110.376,8,0.1,23.256
4363,IN-2020-36592,2020-12-21,2020-12-26,표준 등급,RE-19405,Ricardo Emerson,일반 소비자,Mackay,Queensland,Australia,오세아니아,OFF-ST-10004226,사무용품,보관함,"Fellowes File Cart, Blue",988.632,8,0.1,395.352
4364,ID-2020-36501,2020-09-22,2020-09-27,표준 등급,DF-13135,David Flashing,일반 소비자,Melbourne,Victoria,Australia,오세아니아,TEC-CO-10003819,기술,복사기,"Sharp Copy Machine, High-Speed",646.38,3,0.1,-71.82
4365,ID-2020-36501,2020-09-22,2020-09-27,표준 등급,DF-13135,David Flashing,일반 소비자,Melbourne,Victoria,Australia,오세아니아,OFF-AP-10004882,사무용품,가전 제품,"Hamilton Beach Microwave, Black",253.746,1,0.1,16.896
4366,ID-2020-36501,2020-09-22,2020-09-27,표준 등급,DF-13135,David Flashing,일반 소비자,Melbourne,Victoria,Australia,오세아니아,OFF-AR-10003684,사무용품,미술용품,"BIC Sketch Pad, Fluorescent",44.928,1,0.1,12.978
4367,ID-2020-36501,2020-09-22,2020-09-27,표준 등급,DF-13135,David Flashing,일반 소비자,Melbourne,Victoria,Australia,오세아니아,OFF-LA-10003396,사무용품,레이블,"Avery Color Coded Labels, Laser Printer Compatible",71.766,6,0.1,9.486
4368,ID-2020-18714,2020-06-26,2020-06-28,2등급,KM-16660,Khloe Miller,일반 소비자,Depok,Jawa Barat,Indonesia,동남아시아,FUR-TA-10000434,가구,테이블,"Chromcraft Coffee Table, with Bottom Storage",566.2308,4,0.47,-363.2892
4369,IN-2019-16194,2019-10-27,2019-11-01,표준 등급,CK-12325,Christine Kargatis,홈 오피스,Xiangtan,Hunan,China,북아시아,FUR-BO-10002990,가구,책장,"Dania Library with Doors, Traditional",724.8,2,0,333.36
4370,IN-2019-41177,2019-08-03,2019-08-08,표준 등급,AF-10885,Art Foster,일반 소비자,Pontianak,Kalimantan Barat,Indonesia,동남아시아,OFF-BI-10004986,사무용품,바인더,"Ibico 3-Hole Punch, Recycled",51.1446,2,0.17,18.4446
4371,IN-2019-41177,2019-08-03,2019-08-08,표준 등급,AF-10885,Art Foster,일반 소비자,Pontianak,Kalimantan Barat,Indonesia,동남아시아,OFF-EN-10000232,사무용품,봉투,"Kraft Peel and Seal, Recycled",30.6711,3,0.47,-18.5589
4372,ID-2018-21402,2018-07-28,2018-08-01,2등급,MW-18220,Mitch Webber,일반 소비자,Perth,Western Australia,Australia,오세아니아,FUR-CH-10001695,가구,의자,"Harbour Creations Chairmat, Set of Two",267.3,4,0.1,-26.82
4373,ID-2018-21402,2018-07-28,2018-08-01,2등급,MW-18220,Mitch Webber,일반 소비자,Perth,Western Australia,Australia,오세아니아,TEC-PH-10004221,기술,전화기,"삼성 Speaker Phone, Cordless",340.443,3,0.1,113.463
4374,ID-2020-76128,2020-09-28,2020-10-01,2등급,TC-21295,Toby Carlisle,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,FUR-FU-10001557,가구,사무용 집기,"Advantus Clock, Duo Pack",308.7,8,0.25,-41.22
4375,ID-2021-69233,2021-03-04,2021-03-09,2등급,PO-19180,Philisse Overcash,홈 오피스,San Jose del Monte,Bulacan,Philippines,동남아시아,OFF-ST-10002834,사무용품,보관함,"Smead File Cart, Single Width",70.884,1,0.45,-30.936
4376,ID-2021-69233,2021-03-04,2021-03-09,2등급,PO-19180,Philisse Overcash,홈 오피스,San Jose del Monte,Bulacan,Philippines,동남아시아,TEC-CO-10003250,기술,복사기,"Brother Personal Copier, Digital",463.2225,5,0.35,-35.6775
4377,ID-2021-69233,2021-03-04,2021-03-09,2등급,PO-19180,Philisse Overcash,홈 오피스,San Jose del Monte,Bulacan,Philippines,동남아시아,OFF-BI-10004436,사무용품,바인더,"Acco Hole Reinforcements, Recycled",11.934,2,0.15,-1.866
4378,ID-2021-69233,2021-03-04,2021-03-09,2등급,PO-19180,Philisse Overcash,홈 오피스,San Jose del Monte,Bulacan,Philippines,동남아시아,TEC-CO-10000794,기술,복사기,"Hewlett Wireless Fax, High-Speed",2951.442,12,0.35,226.962
4379,IN-2018-19729,2018-10-25,2018-10-31,표준 등급,PP-18955,Paul Prost,홈 오피스,Tieling,Liaoning,China,북아시아,TEC-CO-10002526,기술,복사기,"Sharp Wireless Fax, Digital",1422.24,4,0,526.2
4380,IN-2021-79488,2021-07-27,2021-08-02,표준 등급,HW-14935,Helen Wasserman,기업,Medan,Sumatera Utara,Indonesia,동남아시아,OFF-AP-10001559,사무용품,가전 제품,"KitchenAid Blender, Black",163.1448,2,0.17,33.3648
